date,conf_j1,couv_complet,dc_tot,hosp,n_cum_complet,conf_j1_evol,couv_complet_evol,dc_tot_evol,hosp_evol,n_cum_complet_evol
2021-07-12,3842,40,111353,7137,26838600,En hausse,En hausse,En hausse,En baisse,En hausse
