date,total_hosp,total_rea,new_hosp,new_dc,new_cases,roll_cases,roll_hosp,roll_dc
2020-01-23,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-24,NA,NA,NA,NA,2,NA,NA,NA
2020-01-25,NA,NA,NA,NA,0,NA,NA,NA
2020-01-26,NA,NA,NA,NA,0,NA,NA,NA
2020-01-27,NA,NA,NA,NA,-3,NA,NA,NA
2020-01-28,NA,NA,NA,NA,4,NA,NA,NA
2020-01-29,NA,NA,NA,NA,1,NA,NA,NA
2020-01-30,NA,NA,NA,NA,1,0.7142857142857143,NA,NA
2020-01-31,NA,NA,NA,NA,0,0.42857142857142855,NA,NA
2020-02-01,NA,NA,NA,NA,0,0.42857142857142855,NA,NA
2020-02-02,NA,NA,NA,NA,0,0.42857142857142855,NA,NA
2020-02-03,NA,NA,NA,NA,0,0.8571428571428571,NA,NA
2020-02-04,NA,NA,NA,NA,0,0.2857142857142857,NA,NA
2020-02-05,NA,NA,NA,NA,0,0.14285714285714285,NA,NA
2020-02-06,NA,NA,NA,NA,0,0,NA,NA
2020-02-07,NA,NA,NA,NA,0,0,NA,NA
2020-02-08,NA,NA,NA,NA,5,0.7142857142857143,NA,NA
2020-02-09,NA,NA,NA,NA,0,0.7142857142857143,NA,NA
2020-02-10,NA,NA,NA,NA,0,0.7142857142857143,NA,NA
2020-02-11,NA,NA,NA,NA,0,0.7142857142857143,NA,NA
2020-02-12,NA,NA,NA,NA,0,0.7142857142857143,NA,NA
2020-02-13,NA,NA,NA,NA,0,0.7142857142857143,NA,NA
2020-02-14,NA,NA,NA,NA,0,0.7142857142857143,NA,NA
2020-02-15,NA,NA,NA,NA,1,0.14285714285714285,NA,NA
2020-02-16,NA,NA,NA,NA,0,0.14285714285714285,NA,NA
2020-02-17,NA,NA,NA,NA,0,0.14285714285714285,NA,NA
2020-02-18,NA,NA,NA,NA,0,0.14285714285714285,NA,NA
2020-02-19,NA,NA,NA,NA,0,0.14285714285714285,NA,NA
2020-02-20,NA,NA,NA,NA,0,0.14285714285714285,NA,NA
2020-02-21,NA,NA,NA,NA,0,0.14285714285714285,NA,NA
2020-02-22,NA,NA,NA,NA,0,0,NA,NA
2020-02-23,NA,NA,NA,NA,0,0,NA,NA
2020-02-24,NA,NA,NA,NA,0,0,NA,NA
2020-02-25,NA,NA,NA,NA,2,0.2857142857142857,NA,NA
2020-02-26,NA,NA,NA,NA,3,0.7142857142857143,NA,NA
2020-02-27,NA,NA,NA,NA,18,3.2857142857142856,NA,NA
2020-02-28,NA,NA,NA,NA,15,5.428571428571429,NA,NA
2020-02-29,NA,NA,NA,NA,50,12.571428571428571,NA,NA
2020-03-01,NA,NA,NA,NA,45,19,NA,NA
2020-03-02,NA,NA,NA,NA,46,25.571428571428573,NA,NA
2020-03-03,NA,NA,NA,NA,21,28.285714285714285,NA,NA
2020-03-04,NA,NA,NA,NA,73,38.285714285714285,NA,NA
2020-03-05,NA,NA,NA,NA,138,55.42857142857143,NA,NA
2020-03-06,NA,NA,NA,NA,190,80.42857142857143,NA,NA
2020-03-07,NA,NA,NA,NA,336,121.28571428571429,NA,NA
2020-03-08,NA,NA,NA,NA,177,140.14285714285714,NA,NA
2020-03-09,NA,NA,NA,NA,286,174.42857142857142,NA,NA
2020-03-10,NA,NA,NA,NA,372,224.57142857142858,NA,NA
2020-03-11,NA,NA,NA,NA,497,285.14285714285717,NA,NA
2020-03-12,NA,NA,NA,NA,595,350.42857142857144,NA,NA
2020-03-13,NA,NA,NA,NA,785,435.42857142857144,NA,NA
2020-03-14,NA,NA,NA,NA,838,507.14285714285717,NA,NA
2020-03-15,NA,NA,NA,NA,924,613.8571428571429,NA,NA
2020-03-16,NA,NA,NA,NA,1210,745.8571428571429,NA,NA
2020-03-17,NA,NA,NA,NA,1097,849.4285714285714,NA,NA
2020-03-18,2972,771,NA,NA,1404,979,NA,NA
2020-03-19,4073,1002,2229,155,1861,1159.857142857143,NA,NA
2020-03-20,5226,1297,1256,83,1617,1278.7142857142858,NA,NA
2020-03-21,5900,1453,1540,115,1847,1422.857142857143,NA,NA
2020-03-22,6954,1674,1534,124,2227,1609,NA,NA
2020-03-23,8673,2080,2053,189,3170,1889,NA,NA
2020-03-24,10163,2503,2618,244,2446,2081.714285714286,NA,NA
2020-03-25,12072,2935,3166,293,2931,2299.8571428571427,2056.5714285714284,171.85714285714286
2020-03-26,13879,3351,3097,318,3922,2594.285714285714,2180.5714285714284,195.14285714285714
2020-03-27,15701,3758,3059,307,3809,2907.4285714285716,2438.1428571428573,227.14285714285714
2020-03-28,17580,4236,3353,326,4611,3302.285714285714,2697.1428571428573,257.2857142857143
2020-03-29,19311,4592,2685,295,2599,3355.4285714285716,2861.5714285714284,281.7142857142857
2020-03-30,20946,5056,3108,423,4376,3527.714285714286,3012.285714285714,315.14285714285717
2020-03-31,22672,5496,4146,526,7578,4260.857142857143,3230.5714285714284,355.42857142857144
2020-04-01,24543,5940,4281,516,4861,4536.571428571428,3389.8571428571427,387.2857142857143
2020-04-02,26131,6305,3845,524,2116,4278.571428571428,3496.714285714286,416.7142857142857
2020-04-03,27302,6556,3627,606,5233,4482,3577.8571428571427,459.42857142857144
2020-04-04,28003,6723,2822,448,4267,4432.857142857143,3502,476.85714285714283
2020-04-05,28747,6859,1931,361,1873,4329.142857142857,3394.285714285714,486.2857142857143
2020-04-06,29569,6948,2754,613,3912,4262.857142857143,3343.714285714286,513.4285714285714
2020-04-07,29871,7004,3277,607,3777,3719.8571428571427,3219.5714285714284,525
2020-04-08,30217,7019,3139,562,3881,3579.8571428571427,3056.4285714285716,531.5714285714286
2020-04-09,30608,6937,2990,424,4286,3889.8571428571427,2934.285714285714,517.2857142857143
2020-04-10,31108,6875,3161,578,4342,3762.5714285714284,2867.714285714286,513.2857142857143
2020-04-11,31159,6752,2044,353,3114,3597.8571428571427,2756.5714285714284,499.7142857142857
2020-04-12,31665,6714,1688,315,1613,3560.714285714286,2721.8571428571427,493.14285714285717
2020-04-13,31952,6690,1257,343,2673,3383.714285714286,2508,454.57142857142856
2020-04-14,32131,6599,1965,559,5497,3629.4285714285716,2320.5714285714284,447.7142857142857
2020-04-15,31623,6331,2415,524,2633,3451.1428571428573,2217.1428571428573,442.2857142857143
2020-04-16,31172,6139,2084,435,2641,3216.1428571428573,2087.714285714286,443.85714285714283
2020-04-17,31061,5922,2166,428,405,2653.714285714286,1945.5714285714287,422.42857142857144
2020-04-18,30515,5733,1565,368,2569,2575.8571428571427,1877.142857142857,424.57142857142856
2020-04-19,30486,5644,890,231,785,2457.5714285714284,1763.142857142857,412.57142857142856
2020-04-20,30462,5584,1464,450,2051,2368.714285714286,1792.7142857142858,427.85714285714283
2020-04-21,29984,5334,1885,404,2667,1964.4285714285713,1781.2857142857142,405.7142857142857
2020-04-22,29627,5127,1619,349,1827,1849.2857142857142,1667.5714285714287,380.7142857142857
2020-04-23,29113,4967,1410,320,1653,1708.142857142857,1571.2857142857142,364.2857142857143
2020-04-24,28554,4785,1346,312,1773,1903.5714285714287,1454.142857142857,347.7142857142857
2020-04-25,28119,4641,999,207,1537,1756.142857142857,1373.2857142857142,324.7142857142857
2020-04-26,28114,4598,481,152,461,1709.857142857143,1314.857142857143,313.42857142857144
