date,age_label,incid
2020-06-24,de 10 à 19 ans,4.606257272011753
2020-06-24,de 20 à 29 ans,8.3993296081019
2020-06-24,de 30 à 49 ans,7.377907142476975
2020-06-24,de 50 à 59 ans,5.1975082902263825
2020-06-24,de 60 à 89 ans,3.794629124599561
2020-06-24,moins de 10 ans,2.9369310722135764
2020-06-25,90 ans et plus,9.642983797278816
2020-06-25,de 10 à 19 ans,4.402334424032066
2020-06-25,de 20 à 29 ans,8.345830693400615
2020-06-25,de 30 à 49 ans,7.283166761835216
2020-06-25,de 50 à 59 ans,5.231627600665505
2020-06-25,de 60 à 89 ans,3.652994444987758
2020-06-25,moins de 10 ans,2.7694744759908727
2020-06-26,90 ans et plus,9.095086990615247
2020-06-26,de 10 à 19 ans,4.294375269219291
2020-06-26,de 20 à 29 ans,8.3993296081019
2020-06-26,de 30 à 49 ans,6.95157542958906
2020-06-26,de 50 à 59 ans,5.026911738030768
2020-06-26,de 60 à 89 ans,3.5526698802627306
2020-06-26,moins de 10 ans,2.5247302199730743
2020-06-27,90 ans et plus,8.65676954528439
2020-06-27,de 10 à 19 ans,4.246393422635834
2020-06-27,de 20 à 29 ans,8.385954879426578
2020-06-27,de 30 à 49 ans,6.9160477868484
2020-06-27,de 50 à 59 ans,4.879061392794569
2020-06-27,de 60 à 89 ans,3.6057828851171565
2020-06-27,moins de 10 ans,2.6020178797681686
2020-06-28,90 ans et plus,9.423825074613388
2020-06-28,de 10 à 19 ans,4.47430719390725
2020-06-28,de 20 à 29 ans,8.680198910283652
2020-06-28,de 30 à 49 ans,7.040394536440709
2020-06-28,de 50 à 59 ans,4.992792427591645
2020-06-28,de 60 à 89 ans,3.6766002249230585
2020-06-28,moins de 10 ans,2.730830646093325
2020-06-29,90 ans et plus,8.766348906617106
2020-06-29,de 10 à 19 ans,4.462311732261386
2020-06-29,de 20 à 29 ans,8.880819840413473
2020-06-29,de 30 à 49 ans,7.235796571514336
2020-06-29,de 50 à 59 ans,5.1633889797872605
2020-06-29,de 60 à 89 ans,3.6766002249230585
2020-06-29,moins de 10 ans,2.9369310722135764
2020-06-30,90 ans et plus,8.766348906617106
2020-06-30,de 10 à 19 ans,4.2823798075734265
2020-06-30,de 20 à 29 ans,8.840695654387508
2020-06-30,de 30 à 49 ans,7.502253892069284
2020-06-30,de 50 à 59 ans,5.095150358909014
2020-06-30,de 60 à 89 ans,3.794629124599561
